Datetime,Username,Tranlsated_Tweets,Location,Cleaned_Tweets
2022-07-03 07:38:06+00:00,nadzim,"That's right, the price of the goods doesn't go up, right? Smart & amp; Geles have a turtle.

@Ismailsabri60",Kuala Lumpur + 400km radius.,thats right price good doesnt go right smart amp geles turtle
2022-07-03 07:04:46+00:00,Zaki_Yamani_,"When the prices of the goods are crazy, the foolish ministers don't know what: all political parties are the same.

During PH, there are stupid ministers like Kula, Mat Din Train: this is all PH's fault. Miss Jibbai.

Is this a paid or stubborn attitude due to drinking water? https://t.co/radj6yx8it",,price good crazy foolish minister dont know political party ph stupid minister like kula mat din train ph fault miss jibbai paid stubborn attitude due drinking water
2022-07-03 06:51:06+00:00,HishamSohor,"@doomedzry Answer to 30 dollars and our gang is 22 months under PH silent shame on mouths to say things up. Now they are like eating and eating their own stools, swallowing with open hearts, being injured in the need for children at a very expensive price.",,answer dollar gang month ph silent shame mouth say thing like eating eating stool swallowing open heart injured need child expensive price
2022-07-03 05:44:49+00:00,farahanasufian,"Yes, Money Not Everything But Everything Need Money 💰. All costs, prices of goods rise. Why not find one of the saving platforms that can help us financial financial back. Thank God Passive Income ✅ https://t.co/qgew57yn78",,yes money everything everything need money cost price good rise find one saving platform help u financial financial back thank god passive income
2022-07-03 04:20:47+00:00,Thiban_ben,"It's been 6 months since the price of goods has gone up, it's just a committee's body! Stupid! @anwaribrahim at TG Coral yesterday! We need to help the people! """,Bestari Jaya (Batang Berjuntai,month since price good gone committee body stupid tg coral yesterday need help people
2022-07-03 02:36:04+00:00,HishamSohor,@Edie57929225 @_abcdeatactive_ by voters in Malacca and in Johor a little bit of regret that BN votes are increasingly improved to the PH government is now proven by God to show the fact that the price of goods is rising and forced a miserable daily life,,voter malacca johor little bit regret bn vote increasingly improved ph government proven god show fact price good rising forced miserable daily life
2022-07-03 02:00:59+00:00,demimasa24434,"If all the prices of goods go up don't eat anything, we eat the wind ...",,price good go dont eat anything eat wind
2022-07-03 01:47:05+00:00,Media_Selangor,Anwar: Prices of goods rise as the government is slow to act https://t.co/8xzjd9qmva https://t.co/zxklmn7wwx,Shah Alam,anwar price good rise government slow act
2022-07-03 00:50:55+00:00,RameshRaoAKS,"One world is unable to control the price increase, there is a free float, some for subsidies, some for direct cash handouts.

Malaysia for RM77 billion subsidies and cash transfer.","Bandar Kuala Lumpur, Wilayah P",one world unable control price increase free float subsidy direct cash handout malaysia rm billion subsidy cash transfer
2022-07-02 15:11:27+00:00,GhazaliResab,I think the GE15 is being held for the lack of confidence in the people of BN Umno due to the price of goods and inflation,,think ge held lack confidence people bn umno due price good inflation
2022-07-02 13:18:34+00:00,HishamSohor,"@kuhaslinda_a1 Are Malaysians 32 guilty 100 % when protesting prices rise, logical reasoning means that the government forced Malaysians to be blinded by the price of goods rising, the goods go up to the people if the government is not human if the people are humiliated by despair",,malaysian guilty protesting price rise logical reasoning mean government forced malaysian blinded price good rising good go people government human people humiliated despair
2022-07-02 11:38:34+00:00,lasimbang,"Yes ... it is possible to rise in prices of goods not a big problem ... a big problem is that a PAS minister living in the country rules the country
 https://t.co/adxxcpmpou",Malaysia,yes possible rise price good big problem big problem pa minister living country rule country
2022-07-02 11:11:35+00:00,IDAssingkiri,"""What else can be expected from Abata fighters, in addition to the price of goods & amp; Stupid advice is no empathy. This is all DAP & amp; Wahabi."" ~ Mr. Maon","Simpang Ampat, Pulau Pinang",else expected abata fighter addition price good amp stupid advice empathy dap amp wahabi mr maon
2022-07-02 09:33:30+00:00,kordialmangga,Actually all countries are affected by the rise in the price of the goods .. but you are not the job of not being able to solve the problem ..,,actually country affected rise price good job able solve problem
2022-07-02 07:38:19+00:00,shaininn,"Prices are rising, rarely about buying Groceries Whats Happening Malaysia ??!","Kuala Lumpur, Wilayah Persekut",price rising rarely buying grocery whats happening malaysia
2022-07-02 06:58:51+00:00,FirdausAzman7,"Malaysia is full of stupid people. Want to let the price of goods go up without a solution to the people's problems.
Make a peaceful rally on the price of goods to be resistant.

Is there a question of the misery of the village?
Is there a question of the hardships of the poor of the city?",Malaysia,malaysia full stupid people want let price good go without solution people problem make peaceful rally price good resistant question misery village question hardship poor city
2022-07-02 05:49:45+00:00,rahmat_amran,When all food items go up the price,"Kuala Lumpur, Malaysia",food item go price
2022-07-02 05:49:38+00:00,azhari_t6,"When the people get to the point, the price of the goods is rising.","Keluang, Johore",people get point price good rising
2022-07-02 03:28:29+00:00,AbdullahMY74,"Although we are also affected by the impact of rising prices of world goods, with subsidies that channel RM1.1b chicken subsidies & amp; Eggs (Feb-Augos 2022), the government can maintain chicken prices in Malaysia as one of the lowest in ASEAN. https://t.co/qdq8tzioyk",Kuala Lumpur,although also affected impact rising price world good subsidy channel rmb chicken subsidy amp egg febaugos government maintain chicken price malaysia one lowest asean
2022-07-02 02:41:32+00:00,mfthxh,The one who says something goes up is not a big problem. The other one told me to eat less eggs if the price goes up. May God curse you 🙂,,one say something go big problem one told eat le egg price go may god curse
2022-07-02 00:12:24+00:00,jamilah_sahlan,"You imagine even if the paycheck goes up, the price of the goods will still go up. The important thing is to be good at financially manage.","Senai Kulai, Johor",imagine even paycheck go price good still go important thing good financially manage
2022-07-01 23:18:42+00:00,husnataqwa,"Me; The one who lives, even feels like this oil price. Mahei Betei.

Poor people. The salary does not rise. After the eating items will go up. Everything will go up. Allahu Rabbi 🥹",,one life even feel like oil price mahei betei poor people salary rise eating item go everything go allahu rabbi
2022-07-01 17:58:54+00:00,TukangSapuTS,"The price of the goods goes up, less than the eggs is the same as the origin of the eggs before being reduced as the price becomes less. Ayyaa.",,price good go le egg origin egg reduced price becomes le ayyaa
2022-07-01 16:26:03+00:00,faqihsyakiran,"Prices of goods go up to Nandos, Tony Romas, Dubuyo, Madam Kwan, Twg Maintain Same. weird?","Wilayah Persekutuan Putrajaya,",price good go nandos tony roma dubuyo madam kwan twg maintain weird
2022-07-01 16:23:24+00:00,JIIIIIIIE17,Congratulations ... the price of goods goes up ...,"🇲🇾 x Kuching ,Sarawak ",congratulation price good go
2022-07-01 16:22:17+00:00,MohdHazwannnn,"""Thankfully I was less impressed by the rising prices of raw goods. I didn't even buy cooking oil, eggs, chicken.""

""Then, what are you eating at home?""

""I didn't eat at home. I ate at the front shop with that.",,thankfully le impressed rising price raw good didnt even buy cooking oil egg chicken eating home didnt eat home ate front shop
2022-07-01 16:17:54+00:00,farisramly,"✅ Prices of goods are rising
✅ Inflation is rising
✅ Traders are affected
✅ The country's economy has not recovered

I never wanted to complain about this business. It is possible to show that everything is positive and good because I know many who are inspiring us but tired.",,price good rising inflation rising trader affected country economy recovered never wanted complain business possible show everything positive good know many inspiring u tired
2022-07-01 12:53:51+00:00,izzxtnxzmi,The price of goods goes up. The dock salary comes in. Tired.,,price good go dock salary come tired
2022-07-01 12:45:40+00:00,nadhirahazmii,Maa is the best person to ask why goods go up price 😂.,Kuala Lumpur Federal Territory,maa best person ask good go price
2022-07-01 09:58:00+00:00,GhazaliResab,If the PN government under the PM Pak Mail could not curb the rising prices of essential goods would have an impact on the BN Umno in the GE15,,pn government pm pak mail could curb rising price essential good would impact bn umno ge
2022-07-01 09:26:52+00:00,shafiqfouzi,All the goods rise in the price of his brain,,good rise price brain
2022-07-01 09:20:51+00:00,Matajib9,"The price of goods goes up ..
Illegal salaries do not rise","Alor Star, Kedah",price good go illegal salary rise
2022-07-01 07:34:45+00:00,anjgrillwestern,Don't know how to revised the menu price of the menu due to the increase in prices. 🫠,"Sungai Buloh, Selangor",dont know revised menu price menu due increase price
2022-07-01 03:59:21+00:00,AznurNadiyah,"Here it sounds like ""price of goods goes up"". Nobody cares our voice. Do something extra to increase your income.Pedulila org wants to do what I do. I xde money ko x please, good talk ja 😊","Petaling Jaya, Selangor",sound like price good go nobody care voice something extra increase incomepedulila org want xde money ko x please good talk ja
2022-07-01 01:48:03+00:00,faizulfalcon,Hello July. Its day prices go up.,"Pulau Pinang, Malaysia ",hello july day price go
2022-07-01 00:07:17+00:00,Aku_Survivor,Today we do not have the price of goods go up ...,"Selangor, Malaysia",today price good go
2022-06-30 22:54:23+00:00,sinclairsyazwan,@Jamaluddinrohni stupid la mcm ni. Increase the minimum wage to 1.5k after the price of the cam shit. Last2 money didn't see anywhere.,"Seremban, Negeri Sembilan",stupid la mcm ni increase minimum wage k price cam shit last money didnt see anywhere
2022-06-30 16:45:57+00:00,luqmanvhakizm,"Yesterday RM4.40 today (July 1) RM4.70. 30sen increase (≈6.81%). And there is still a polytic buman saying that the price of the goods is just one myth or fake news.

It's okay, GE15 we choose good. Use the brain to vote instead of lust. https://t.co/rrdl8prpbv","Batu Pahat, Johor",yesterday rm today july rm sen increase still polytic buman saying price good one myth fake news okay ge choose good use brain vote instead lust
2022-06-30 08:56:17+00:00,Midori_nochill,So the kids in the PMO understand who the idea of ​​this jihad task force is stupid. People tell you to finish the price of goods instead of a team like to enter the Malaysian Cup.,Malaysia,kid pmo understand idea jihad task force stupid people tell finish price good instead team like enter malaysian cup
2022-06-30 07:25:33+00:00,sirennextdoor,"@wolfipali The answer can be used, but unfortunately the price of goods has gone up since Jan ... since the disruption of supply chain .. how long is the lagging. A year, two years, ten years ago?",,answer used unfortunately price good gone since jan since disruption supply chain long lagging year two year ten year ago
2022-06-30 06:50:44+00:00,mynizammohd,"Today is the aircon of the children's room. Buy 2 beans, fear of July 1 price of goods goes up
 Happy ???","Kuala Lumpur, Wilayah Persekut",today aircon childrens room buy bean fear july price good go happy
2022-06-30 02:12:36+00:00,PiaPinah_MH,"According to Minister Ahmad Maslan, GST was able to lower the price of goods. Nowadays, the price of the people is the price of the people. Every day there is a price increase. Sorg appears to be a national rescue hero, ""Reduce subsidies, increase B40 and M40-Mantan PM Najib""","Kota Kinabalu, Sabah",according minister ahmad maslan gst able lower price good nowadays price people price people every day price increase sorg appears national rescue hero reduce subsidy increase b mmantan pm najib
2022-06-30 01:26:20+00:00,Izzzyyyyy__,This paycheck can go in early in the morning. Tomorrow is the price of goods going up. At least you can shop for more kitchen items today. Yesterday we bought a little kitchen. But it's not a,KK,paycheck go early morning tomorrow price good going least shop kitchen item today yesterday bought little kitchen
2022-06-30 00:33:45+00:00,Fakhrulrareza,"@faidsal_farid don't be mad, they are widely widely widely. They are also affected by the rise in prices of goods, haha",,dont mad widely widely widely also affected rise price good haha
2022-06-29 16:57:24+00:00,MSallehuddin05,"@tuantuanaz @lanny33 @fmtoday on paper je, not the price of goods rising as much as percent of ESP basic necessities, spiral effect he has the power to buy as a source of savings","KUL, LHR",paper je price good rising much percent esp basic necessity spiral effect power buy source saving
2022-06-29 13:44:24+00:00,nafiznazly,"It's only been a month since x bought a hypermarket. Earlier pi hypermarket g, oh God was surprised at the average price of goods rising suddenly. Crazy !!",Putrajaya Federal Territory,month since x bought hypermarket earlier pi hypermarket g oh god surprised average price good rising suddenly crazy
2022-06-29 13:37:51+00:00,cheucensantuy,"@hakimraziq_ for short term solution, that's what people need. It's not that our country just rises to the price of all because of food security issues and so on bro.

Maybe it's a waste of us but that's the less you can afford this time. Go downstairs, the point is that it is a priority",,short term solution thats people need country rise price food security issue bro maybe waste u thats le afford time go downstairs point priority
2022-06-29 12:47:25+00:00,iamkerolx,I already have the taste,Kayangan city,already taste
2022-06-29 06:57:38+00:00,znrhzbd,Buy a little cake cake for 50sen. Price handling of goods goes up but the cake is still small. Fortunately it is not the kind of day for eating this cake and it is worth it to buy it,,buy little cake cake sen price handling good go cake still small fortunately kind day eating cake worth buy
2022-06-29 04:40:49+00:00,TukangSapuTS,"My food at Evoke IIUM is like the picture below just:
White rice + fried chicken + spinach + belacan + gravy = 7.50

Just finished eating. Before the price of goods goes up, it can be below RM6",,food evoke iium like picture white rice fried chicken spinach belacan gravy finished eating price good go rm
2022-06-28 23:17:57+00:00,wayssAmie,"I dont see any rational raising the price of driving training classes. Kitchen items, driving schools ride fee dh why. Your car is moving to cook oil to ???!

DONT MAKE Sense Tau Exam Auto City Up to 2k .. (Manual ± 1.7K)",,dont see rational raising price driving training class kitchen item driving school ride fee dh car moving cook oil dont make sense tau exam auto city k manual k
2022-06-28 22:25:02+00:00,iliansori,"To make camne, the price of goods goes up. About RM10 in Shah Alam is affordable. This Serdang area is expensive too. Chicken rice rm7-8 but the chicken is small 🫠","Kuala Lumpur, Malaysia",make camne price good go rm shah alam affordable serdang area expensive chicken rice rm chicken small
2022-06-28 14:56:47+00:00,MFYusoff,"*Collection of goods up*
🗓️ July 1, 2022 (Friday)
⏰ 2.00 pm
📍 Jamek Mosque Kg. New, Kuala Lumpur.
Come on our Malaysians gathering the government's objection to the increase in prices of goods!*
YB. Faiz Fadzil*
Director
User bureau
National Trust Party
YB. Sany Hamzan","Kuala Lumpur City, Kuala Lumpu",collection good july friday pm jamek mosque kg new kuala lumpur come malaysian gathering government objection increase price good yb faiz fadzil director user bureau national trust party yb sany hamzan
2022-06-28 12:04:52+00:00,eagleaslanded66,"@msianinsight says everyone can say, it's Ezmin minister. Lots of stories, evidence of a little new transperency can believe, we know the most economical economy, many FDI companies have changed their clothes to neighbors, subsidies do removal, daily necessities rise, others will go up.","Pulau Lang Tengah, Terengganu",say everyone say ezmin minister lot story evidence little new transperency believe know economical economy many fdi company changed clothes neighbor subsidy removal daily necessity rise others go
2022-06-28 08:17:36+00:00,kusahafiez,"Two lipa changed the name into three lipa.

The price of goods goes up, he said.",,two lipa changed name three lipa price good go said
2022-06-28 05:54:50+00:00,KakchikAshaKC,@sue_suriram this is crazy. The price of the goods is rising but it is a bit of a trader.,Malaysia,crazy price good rising bit trader
2022-06-28 04:02:59+00:00,adek_farid,"Political rhetoric was continued by the sacred party.

Various games are done to gain support.

Hey, I don't know how to live a lot of people living because things go up in crazy prices!",Malaysia,political rhetoric continued sacred party various game done gain support hey dont know live lot people living thing go crazy price
2022-06-27 14:31:56+00:00,TaaAbas,"The people who are noisy in the price of goods go up, YB2 has not been protest in the open, the political parties of the PAS are still silent, no more BN rates",anywhere,people noisy price good go yb protest open political party pa still silent bn rate
2022-06-27 10:49:40+00:00,shah_shnetwork,Have you shopping kitchen? How much is it? Go up the price of goods? 😌,"Selangor, Malaysia",shopping kitchen much go price good
2022-06-27 10:28:00+00:00,raraefkafia,"Mom ""Don't forget to spend. Next month the goods"" prices go up.",,mom dont forget spend next month good price go
2022-06-27 10:06:11+00:00,SaifuddinShafi,Catch Siti Aishah is the best way to handle the price increase?,Malaysia,catch siti aishah best way handle price increase
2022-06-27 06:15:01+00:00,haswendy,"To resolve the issue of rising prices is not committed, there is a heart to touch the trust & amp; Duty.","Tanjong Dua Belas, Selangor",resolve issue rising price committed heart touch trust amp duty
2022-06-26 13:56:47+00:00,farhunt_ibrahim,A bowl of closed value because it is unable to handle raw prices.,"Bangi, Malaysia",bowl closed value unable handle raw price
2022-06-26 10:42:14+00:00,jimmypuah,"This morning continued the work of helping the people in the Indah Rainbow Flat with donations to some of the B40 families who were clearly affected by the rising prices of goods. Hope this help can ease the burden of their lives.

The @KEILAN party is always with the people. https://t.co/xgpb4kiys1",Johor Bahru,morning continued work helping people indah rainbow flat donation b family clearly affected rising price good hope help ease burden life party always people
2022-06-26 09:56:34+00:00,gifthubdotco,"I know our struggle is a small business to stay spirit especially when all things have gone up. But every day people buy something, just believe in what you do, effort, prayer, last new tawaqal.","Ampang, Wilayah Persekutuan Ku",know struggle small business stay spirit especially thing gone every day people buy something believe effort prayer last new tawaqal
2022-06-26 08:17:25+00:00,Julay_87_,"Well, there is a rise in the price of goods ... So, please note 🤣😂","DKI Jakarta, Indonesia",well rise price good please note
2022-06-26 08:00:48+00:00,rafzantomomi,Those who always buy kitchen items feel the price of the goods is rising. Uwu,Kuala Lumpur,always buy kitchen item feel price good rising uwu
2022-06-26 05:08:08+00:00,ariffasyraf1,"Not wanting to make people a demo ... but at least, if you don't argue don't praise your minister ... you have to go up the price of the goods you still praise 😅","Kuala Lumpur City, Kuala Lumpur Federal Territory",wanting make people demo least dont argue dont praise minister go price good still praise
2022-06-26 01:30:22+00:00,HishamSohor,"@farhanzulkefly One of the tactics used by service is hypocritical, when there is a price of goods rising silence, support in silence when the government cancels suddenly thanks to the people who do not thank you, the people are waiting for the situation of July 1 Sure.",,one tactic used service hypocritical price good rising silence support silence government cancel suddenly thanks people thank people waiting situation july sure
2022-06-25 10:42:49+00:00,cheucensantuy,@nots4r4 GST protests because the price of goods goes up at that time 😣😣,,gst protest price good go time
2022-06-25 10:24:08+00:00,surishanza,"The price of the goods goes up trs, but the contents are small. Well Bnran","South Borneo, Indonesia",price good go trs content small well bnran
2022-06-25 04:48:11+00:00,adek_farid,"There are many things to write but still the recovery process ...

Feel free to rise in prices of goods. Patience Sat ....",Malaysia,many thing write still recovery process feel free rise price good patience sat
2022-06-25 01:35:37+00:00,apmsepang,"Prices go up, service price goes up? Aircond service, car service, cleaning service, consultant service, etc. service ..","Sepang, Selangor",price go service price go aircond service car service cleaning service consultant service etc service
2022-06-24 23:23:09+00:00,mrGojes,"Last night's salary, this morning's office was noisy. This is the job that the price is rising. Poor ability",,last night salary morning office noisy job price rising poor ability
2022-06-24 14:44:08+00:00,HishamSohor,"@minini_bm The common practice of every government should be responsible for the comfort and convenience and progress of the people if high prices of goods should act to identify the causes, relate to all the sources of its way, supplies, eliminating the power of the middlemen and the cartel.",,common practice every government responsible comfort convenience progress people high price good act identify cause relate source way supply eliminating power middleman cartel
2022-06-24 14:39:08+00:00,BicaraKrypto,"The price of goods was at a controlled level from 1775 to 1971.

But after that the price of goods (inflation) rose in a sudden situation after the ""gold standard"" was replaced by fiat. https://t.co/entv1gdn2h",,price good controlled level price good inflation rose sudden situation gold standard replaced fiat
2022-06-24 13:32:51+00:00,shasha_jamal,"Actually the supply of food is enough, but don't blame the government ... as a cheating now is a supplier and distributor who deceives the stock saying that the price of the goods has to go up ... and many other party supporters are insulting the government",Selangor,actually supply food enough dont blame government cheating supplier distributor deceives stock saying price good go many party supporter insulting government
2022-06-24 04:42:18+00:00,lollipopcandyz,@nuraaiinn think about the country's problems first why all the goods go up .. haaaa so https://t.co/dkqagw4h3k,"Petaling Jaya, Selangor",think country problem first good go haaaa
2022-06-24 04:35:46+00:00,nuddhera,"There are also xtau & amp; The feeling of not being impressed by the increase in the price of wet goods.

Never go to the market perhaps",Malaysia,also xtau amp feeling impressed increase price wet good never go market perhaps
2022-06-24 04:11:50+00:00,jimmypuah,2. I believe the leaders in the government are aware that if the subsidies and ceiling prices are eliminated will cause prices to rise sharply and invite the people's anger under the government. But why does it continue? As if something was wrong.,Johor Bahru,believe leader government aware subsidy ceiling price eliminated cause price rise sharply invite people anger government continue something wrong
2022-06-24 04:07:56+00:00,jimmypuah,"1. I am surprised by the people who complain about living in the hardships of high-end deck prices to rise, the government can make 1 direct decision that x continues the price of chicken ceiling, chicken eggs and eliminates the cooking oil subs. https://t.co/nmbaeoozlz",Johor Bahru,surprised people complain living hardship highend deck price rise government make direct decision x continues price chicken ceiling chicken egg eliminates cooking oil sub
2022-06-24 02:37:26+00:00,HishamSohor,"If you look at the order not the mandate of the people there is certain effects 1. Pak Lah resigns, staying the burden of debt 1MDB 2 Mahyiadin Tebuk Roof up Covid Case 19 High Investors Running Finding Other Countries 3 Ismail Sabri Prices of goods rise, that's the effect / reality",,look order mandate people certain effect pak lah resigns staying burden debt mdb mahyiadin tebuk roof covid case high investor running finding country ismail sabri price good rise thats effect reality
2022-06-24 01:20:45+00:00,TanSri_AlHakim,"There are more stupid people who are stupid to defend because the price of goods goes up, yes tohannnnnnnnn",bumi allah swt,stupid people stupid defend price good go yes tohannnnnnnnn
2022-06-23 23:57:30+00:00,Hannani_Kamal,"Some ministers have deputy directors. No one can use it. Pay expensive salaries to raise all prices of goods, tariffs. Develop the gap there. Bland 😮‍💨","seberang jaya , pulau pinang",minister deputy director one use pay expensive salary raise price good tariff develop gap bland
2022-06-23 17:17:44+00:00,Thiban_ben,"Netizen: Prices of goods go up! 😡

Minister: I have a story ??

Let's go first with #keluargamalaysia",Bestari Jaya (Batang Berjuntai,netizen price good go minister story let go first
2022-06-23 15:40:23+00:00,svrvh101,Here and there reading the price of goods. I feel pity to those families that are really tight. Only be able to pray for them to double up their household income.,Malaysia,reading price good feel pity family really tight able pray double household income
2022-06-23 13:42:41+00:00,qishdarleena,It's a waste of time because stress is to read the news of the goods. Even baking items have started to rise from the holidays after the holidays ..,Galaksi Bunasakti,waste time stress read news good even baking item started rise holiday holiday
2022-06-23 11:49:02+00:00,ctnanad,The pests tell you to do it without thinking that they don't want to because everything will go up the price. Confirm la org to save money.,Ipoh,pest tell without thinking dont want everything go price confirm la org save money
2022-06-23 11:37:01+00:00,kordialmangga,"In my mind I notice one ...

I noticed the effect of rising prices for my spending as single income. Fuhh .. next year Layla is a school .. Fuh fuh ...",,mind notice one noticed effect rising price spending single income fuhh next year layla school fuh fuh
2022-06-23 10:22:25+00:00,kaymohdbusy,@sky_is_purple kannn. But the price of wet goods is expensive. July's 1st July will go up again 😕,Kuala Lumpur,kannn price wet good expensive july st july go
2022-06-23 10:05:44+00:00,ruffleseed,"Discard subsidies, open a Malaysian family shop for people's money to sell cheaper and competitive goods with small traders.

Then my boss's style @najibrazak deals with the price of goods rising",Malaysia,discard subsidy open malaysian family shop people money sell cheaper competitive good small trader boss style deal price good rising
2022-06-23 07:12:32+00:00,AlessakhanAK,Not everyone can get that BKM. Cancel je la budget bkm tu. This help is not a solution. The price of goods goes up. The value of the currency is lower. Total income with non -parallel living costs,Selangor Darul Ehsan,everyone get bkm cancel je la budget bkm tu help solution price good go value currency lower total income non parallel living cost
2022-06-23 05:28:17+00:00,mundhri03180616,@Amitha_hirsch @detikcom The price of goods on the rise of all the power of the community is weak.pusing .....,Aceh indonesia,price good rise power community weakpusing
2022-06-23 04:20:28+00:00,Apenglah,Bye2 is Malaysia. The price of the goods rising does not go up. I want to go to Batam. https://t.co/xh3dys4z5x,Patin Rock City,bye malaysia price good rising go want go batam
2022-06-23 02:14:38+00:00,Hfizbhrdin,"@Ismailsabri60 jokes. With one off RM100 & amp; RM50, what burden are you trying to lighten? The price of raw goods goes up, the increase is not at 1 item. It's just a raw story, not another spending.",,joke one rm amp rm burden trying lighten price raw good go increase item raw story another spending
2022-06-23 02:08:46+00:00,nazura93,The price of raw goods goes up. It must have been brought with the help of Malaysian families for less than many days. Kemon laaa ~ we want to solution instead of sugar,"Johor Bahru, Johor",price raw good go must brought help malaysian family le many day kemon laaa want solution instead sugar
2022-06-23 01:00:42+00:00,ntyrhghns,The salaries of Malaysians are mostly underpaid but the cost of rising prices is not tally with the pay level. cm siel.,,salary malaysian mostly underpaid cost rising price tally pay level cm siel
2022-06-22 18:30:34+00:00,babyshima64,The price of goods will go up again..hmmmmmm ...,Planet Marikh,price good go againhmmmmmm
2022-06-22 15:26:02+00:00,broSHAKE,"Media Statement Sheikh Umar Bagharib bin Ali
The highest AJK DAP Center
Johor DAP Vice Chairman

June 22, 2022

Maybe it's time for the people to go down the road

1. Today the price of goods goes up. The government is slow to act. The people continue to squeeze the cost of living. https://t.co/jyprcjwpz2","Paloh, Johor",medium statement sheikh umar bagharib bin ali highest ajk dap center johor dap vice chairman june maybe time people go road today price good go government slow act people continue squeeze cost living
2022-06-22 14:11:43+00:00,zxmxn,"When the price of the goods went up, I suddenly thought about saving. Want to buy shoes and feel like I think 2 times",Yong Peng,price good went suddenly thought saving want buy shoe feel like think time
2022-06-22 13:49:49+00:00,GhazaliResab,The prices of rising people will be the weapons by the opposition to attack the BN Umno,,price rising people weapon opposition attack bn umno
2022-06-22 13:20:08+00:00,mobijoe73,Tomorrow I want to sell bananas at the wholesale market. Hopefully cheap sustenance. The price of most items has gone up. Please offer a little more than usual.,"Tok Uban, Kelantan",tomorrow want sell banana wholesale market hopefully cheap sustenance price item gone please offer little usual
2022-06-22 12:22:24+00:00,g37_Anwar,Isn't it a word that the value of the ringgit is bouncing compared to the US dollar ??? This is why the price of the goods goes up and the mcm dh can control 😆😆😆😆,"Sepang, Selangor",isnt word value ringgit bouncing compared u dollar price good go mcm dh control
2022-06-22 12:15:29+00:00,johobaru,"In conjunction with the ""Moon Price Month"" July, it's okay to clear the things that don't use it in the house.

Throw away, take it clear 😂

At least they can add a little bit 😁

#Joho2022
#Pasopagi",Johor,conjunction moon price month july okay clear thing dont use house throw away take clear least add little bit
2022-06-22 11:53:54+00:00,isaabukri,Listen to an additional RM50 with RM100 can continue to solve the price of goods. Let's Lurve this PM. RM50 can buy one house with a wagon know 😍,,listen additional rm rm continue solve price good let lurve pm rm buy one house wagon know
2022-06-22 09:51:52+00:00,TkeyJoe,"We want to buy something like that, but next month there are things to rise, not to buy! Damn it!",Kuala Lumpur Federal Territory,want buy something like next month thing rise buy damn
2022-06-22 09:42:53+00:00,gegardo,@Charkoteow the price of goods goes up. Ejas bg rose 40% good AA. Then scalp chicken scalp,,price good go ejas bg rose good aa scalp chicken scalp
2022-06-22 09:17:46+00:00,Thiban_ben,"#Formulanajis

Cooking oil prices go up, chicken prices go up, price of goods goes up!

People: What is the government's action to control the price of goods?

GOVERNMENT MAIL: We stop it, for BKM 100 dollars. Is it great?

#Because
#Create
#Bnbarangnaik https://t.co/okmtsqnojh",Bestari Jaya (Batang Berjuntai,cooking oil price go chicken price go price good go people government action control price good government mail stop bkm dollar great
2022-06-22 08:53:47+00:00,amlnrsln94,"Always mcm this .. When there is a case of price rising, there will be help given .. Not thankful, the price of the goods for a long time .. the help one shot can be .. Then how?",,always mcm case price rising help given thankful price good long time help one shot
2022-06-22 08:44:32+00:00,Fazerabaharudin,"As a assistant chief of households, I am very impressed by the increase in prices of goods as well as electricity tariff rates.",Kuala Lumpur,assistant chief household impressed increase price good well electricity tariff rate
2022-06-22 08:36:38+00:00,hanan_464,"Because the price of goods goes up, he has an additional RM100 for the married. Single RM50.

And to BKM JA recipients.

After anyone else is not impressed by the increase in prices of goods?","Bangi, Selangor",price good go additional rm married single rm bkm ja recipient anyone else impressed increase price good
2022-06-22 07:56:18+00:00,sruliam,"People are busy about the price of goods up, this is still busy chatting about TH PH's grant",Malaysia,people busy price good still busy chatting th ph grant
2022-06-22 04:18:05+00:00,GhazaliResab,PM Pak Mail will be eliminating this July 1 subsidy just a few months waiting after the people's GE15 will be angry when the price of goods goes up and will not vote for the BN UMNO not to get caught up in the enemy in the blanket,,pm pak mail eliminating july subsidy month waiting people ge angry price good go vote bn umno get caught enemy blanket
2022-06-22 02:24:47+00:00,ab_yunos,@zunarkartunis growth rising prices,,growth rising price
2022-06-22 01:59:34+00:00,mis_estella,"The price of the goods goes up, the tomyam I bought is rarely the contents.",Malaysia,price good go tomyam bought rarely content
2022-06-22 01:32:27+00:00,Thiban_ben,"Subsidies for breeders are stopped,
Cooking oil subsidies and other basic items will also be stopped,
The price of goods goes up suddenly,
The government is busy creating a new ministry for Mak Lampir! Great Din Pagoh Proposal 😏",Bestari Jaya (Batang Berjuntai,subsidy breeder stopped cooking oil subsidy basic item also stopped price good go suddenly government busy creating new ministry mak lampir great din pagoh proposal
2022-06-22 01:13:29+00:00,majid_kun,July 1 July price of goods to go up because your government is not practicing Islam to @abdulhadiawang? https://t.co/lrspbrdg76,"Keluang, Johore",july july price good go government practicing islam
2022-06-22 01:00:25+00:00,nadzim,"Is our country an auto-pilot? One thing is not this. Most basic, the price of goods goes up. Aiii, I'm really angry with this turtle.",Kuala Lumpur + 400km radius.,country autopilot one thing basic price good go aiii im really angry turtle
2022-06-22 00:51:07+00:00,yatttt__,"The price of the rising ingredients goes up, the cooking oil goes up, the price of the goods goes up. Go up all. Everything goes up .. that paycheck too. 🥹","Johor Bahru, Johor",price rising ingredient go cooking oil go price good go go everything go paycheck
