Datetime,Username,Text,Translated_Tweets,Cleaned_Tweets
23/3/2023,AzharKhilmy,Baru pukul 11 dah start lapar ni. Haha. Itu lah. Sahur 1 minit sebelum subuh lagi. ??,It's just 11 o'clock. Haha. That's it. Sahur 1 minute before dawn. ??,oclock haha thats sahur minute dawn
23/3/2023,umi.zedd??,Sape suruh tak sahur. Kan dah lapar. Mengantuk plak tu. Rasa malas nau??,Sape told me to be proud. It's hungry. Sleepy plaque. Feeling lazy ??,sape told proud hungry sleepy plaque feeling lazy
23/3/2023,Pejuang Kanak-Kanak,"Bantulah kami untuk melaksanakan puasa, melakukan solat malam, menjaga lisan dan memelihara pandangan; dan jangan jadikan puasa kami hanya sekadar lapar dan dahaga. 

SELAMAT BERPUASA https://t.co/0fdIMqCwcR","Help us to perform fasting, perform night prayers, keep verbal and preserve our views; And don't make our fasting just hungry and thirsty.

Happy fasting https://t.co/0fdimqcwcrr",help u perform fasting perform night prayer keep verbal preserve view dont make fasting hungry thirsty happy fasting
23/3/2023,Meck Ajaib,"sahur oat 2 sudu, kurma 5 biji, telur rebus 4biji. 

buat balik mcm tahun lepas. tidak terlalu kenyang & xterlalu lapar. bykkan air. atleast tgh hari perut x bergendang rencak irama asli.","2 tablespoons oats, 5 seeds, boiled eggs.

Make it back to last year. Not too full & hungry. Many water. atleast tgh day x stomach x drums of original rhythm.",tablespoon oat seed boiled egg make back last year full hungry many water atleast tgh day x stomach x drum original rhythm
24/3/2023,????????????.??????????,nikmat dapat buka puasa . rasa hargai sangat² dapat makan . rasa insaf teringat orang yang tak dapat makan . rasa banyaknya kita membazir selama ni . belajar sesuatu sangat . rehat cukup and tidur lebih teratur sebab nak bangun sahur . zikir jadi “makanan” kita sebab tahan lapar https://t.co/waRfMAoW3d,"Enjoy the fast. The taste is very good to eat. The feeling of remembering people who can't eat. It feels like we've been wasting so much. Learn something very. Rest is enough and sleep is more organized because you want to wake up. Remembering our ""food"" because of hungry https://t.co/warfmaow3d",enjoy fast taste good eat feeling remembering people cant eat feel like weve wasting much learn something rest enough sleep organized want wake remembering food hungry
24/3/2023,not,Whole day tak haus lgsung and start lapar bila dh pukul 6camtu. Suap anak makan pon rilek lg hahaha,Whole day is not thirsty and start hungry at 6 o'clock. Break the kids eating pounds hahaha,whole day thirsty start hungry oclock break kid eating pound hahaha
24/3/2023,n,Nang respect la kt orang nok berbusiness makanan masa Ramadan tok. Agik2 orang nok bejual banyak lauk or apa2 jk. Kmk orang nok sik banyak jual pun dah kepak sampe energy dah weak ???? nasib sik berasa gilak lapar. Cuma haus jk ??,I respect the people of the Ramadan food. Agik2 people are selling many side dishes or whatever JK. Kmk people have a lot of selling already for energy until wemak ???? Sik's fate is hungry. Just wear jk ??,respect people ramadan food agik people selling many side dish whatever jk kmk people lot selling already energy wemak siks fate hungry wear jk
24/3/2023,NFS,Amsyar punya style lapar gigit orang wehh ??,Amsyar has a hungry style of bite people wehh ??,amsyar hungry style bite people wehh
24/3/2023,Kinnn,"Dah 2 hari makan granola time sahur. Sumpah kenyang gila. Time berbuka makan sikit pun dah kenyang. Memalam takde lapar pun. Yang nak diet tu, boleh cuba makan granola ??","It's been 2 days for granola time. I swear crazy. Time to break a little eating is full. Even in a hungry, no hungry. Who wants that diet, can you try granola ??",day granola time swear crazy time break little eating full even hungry hungry want diet try granola
24/3/2023,Intansunny,i love seeing videos from non muslim yang cuba berpuasa. menghayati erti menahan diri dari lapar dah dahaga selain bagus utk kesihatan,I love seeing videos from non -Muslims trying to fast. Appreciating the meaning of refraining from hunger is thirsty than good for health,love seeing video non muslim trying fast appreciating meaning refraining hunger thirsty good health
24/3/2023,#LuthfiBerkata,Tekun betul kawan tu makan lemongrass chicken. Awak lapar atau baby yg lapar tuu ?? ?? https://t.co/t2tLuCPTU5,The friend was really good at eating Lemongrass Chicken. Are you hungry or a hungry baby ?? ?? https://t.co/t2tlucptu5,friend really good eating lemongrass chicken hungry hungry baby
24/3/2023,Hanz,What’s wrong with me eh. Aku malas nak makan utk berbuka. like smlm makan roti coklat gardenia yg singgit tu sebungkus. Harini tak tau lagi. Dia lapar tapi tak lapar. Tapi memang confirm malas. Stay sorang camtu lah ??,What's wrong with me eh. I'm lazy to eat to break. Like just eating the brown gardenia bread. Today I don't know today. She was hungry but not hungry. But it's a lazy confirm. Stay a cameraman lah ??,whats wrong eh im lazy eat break like eating brown gardenia bread today dont know today hungry hungry lazy confirm stay cameraman lah
24/3/2023,j,Budak budak tak payah la nak paksa suruh dorang tahan lapar. Kesian gila https://t.co/ws2d8olk4v,The boy is not trying to get the hungry to be hungry. Poor crazy https://t.co/ws2d8olk4v,boy trying get hungry hungry poor crazy
24/3/2023,Faziera Adznan,"Bila aku lapar, aku cakap aku nak makan. Kalau ngantuk, aku cakap je aku nak tidur. Perempuan bila amalkan gaya gini mmg akn selalu bergaduh. Jangan expect org faham kita kalau kita tak cakap terus terang. https://t.co/ilM5TGQYCg","When I'm hungry, I say I want to eat. If I'm sleepy, I tell you I'm going to sleep. Women when practicing this style will always fight. Don't expect people to understand if we don't talk frankly. https://t.co/ilm5tgqycg",im hungry say want eat im sleepy tell im going sleep woman practicing style always fight dont expect people understand dont talk frankly
24/3/2023,teguh dragnel,Diam bukan berarti lemah tapi lapar,Silence is not weak but hungry,silence weak hungry
24/3/2023,Lil Zham X,"Dah tua bangka ni aku rasa ko boleh tahan kot lapar dahaga time puasa ni. Org lain post gambar/vid resepi makanan pun ko dah tak tahan siap komen ""kenapa lalu time tengahari"". 

Korang ni bkn budak kecik, dah besar kot. Adehh","It's old that I think I can withstand the hungry coat of thirst. Other people post pictures/vid food recipes I can't stand ready to comment ""why in the afternoon"".

This guy is not a little boy, it's a big coat. Adehh",old think withstand hungry coat thirst people post picturesvid food recipe cant stand ready comment afternoon guy little boy big coat adehh
24/3/2023,dy,"Idc what people say about me, I never bring my kids for Raya shopping. Biasanya I will go during lunch break atau over the weekends and left them with le hubs. Koser nyah aku nak pilih pilih berperang pulak dengan sorang nak kencing, sorang lapar, sorang tanak duk stroller. ?? https://t.co/bqaBVPyoTv","Idc what people say about me, I never bring my kids for Raya shopping. Usually I will go during lunch break or over the weekends and left them with le hubs. I want to choose a battle with a pee, a hungry, a stroller. ?? https://t.co/bqabvpyotv",idc people say never bring kid raya shopping usually go lunch break weekend left le hub want choose battle pee hungry stroller
24/3/2023,?????????? ??????????,Lg 5 minit pukul 5 baru ade rasa lapar sikit2. Tapi masih takde rasa heartburn. Alhamdullilah ??,5 minutes at 5 o'clock is a little hungry. But I still have no heartburn. Alhamdullilah ??,minute oclock little hungry still heartburn alhamdullilah
24/3/2023,احمد,Semoga rasa lapar dan dahaga anda hilang ?? https://t.co/LeyzUAjREr,May your hunger and thirst disappear ?? https://t.co/leyzuajrer,may hunger thirst disappear
24/3/2023,✨,@DausLaith @khairulaming Hahaha ye! Geram betul. Lapar pulak skrg ni??????,@Dauslaith @khairulaming hahaha ye! That's right. Hungry now ??????,hahaha ye thats right hungry
24/3/2023,shazril ????,"2 Ramadhan

Puasa memberi manfaat??

Hikmah puasa Ramadhan tidak hanya bermakna sebagai kewajipan seorang muslim terhadap perintah Allah dengan menahan lapar dan haus selama bulan Ramadhan. Puasa adalah perisai bagi yang melakukannya...","2 Ramadan

Fasting benefits ??

The wisdom of fasting Ramadan does not only mean as a Muslim's duty to Allah's command by holding hunger and thirst during the month of Ramadan. Fasting is a shield for those who do it ...",ramadan fasting benefit wisdom fasting ramadan mean muslim duty allah command holding hunger thirst month ramadan fasting shield
24/3/2023,B,@hayfaaLeiaa Beli dine in kadang lagi laju dari drive thru. Pregnant mom kalau lapar bukan boleh tggu. Bukan masalah nak tunjuk ke tak. ☺️,@hayfaaleiaa buy dine in sometimes more speed from drive thru. Pregnant mom if hungry is not possible. It's not a problem to show it. ☺️,buy dine sometimes speed drive thru pregnant mom hungry possible problem show
24/3/2023,Αικατερίνη⚡️,"Baru tahu kalau baby gerak kuat sgt maksudnya dia lapar, tk semestinya kurang gerak je..","Just know if the baby is moving as strong as she means hungry, it should not be less motion ..",know baby moving strong mean hungry le motion
24/3/2023,monkifly/farra,apahal tetiba tgh malam aku lapar mcm aku xmakan sehari padahal buka td aku makan je . pelik betul ??,No matter how late at night I was hungry for me to eat one day when I opened it. That's strange ??,matter late night hungry eat one day opened thats strange
25/3/2023,Iliani,"Kalau lapar, makanlah. Kalau tudung senget, betulkanlah. Taktahu nak makan kat mana? Google jelah or beli kat food delivery. Hidup ni jangan terlalu complicated sangat dengan benda begini. ?? https://t.co/AzHY3S2tb3","If you are hungry, eat. If the lid is intense, fix it. Where do you want to eat? Google or buy at food delivery. Life is not too complicated with this kind of thing. ?? https://t.co/azhy3s2tb3",hungry eat lid intense fix want eat google buy food delivery life complicated kind thing
25/3/2023,Quincy Arrancar,"Nasi ayam, roti john, popia sira, tea ais. Ok done kenyang. Tapi lapar nak makan pussy pulak. ????????","Chicken rice, john bread, popia sira, ice tea. Ok done full. But hungry to eat pussy. ????????",chicken rice john bread popia sira ice tea ok done full hungry eat pussy
25/3/2023,Fit,@GoddOfFather Kalau jenis workout malam boleh la kot makan banyak sebab lapar after workout… kalau tak workout tak tau dah nak sumbat apa lagi sebab dah penuh ??,@Goddoffather if the kind of night workout can eat a lot because hungry after workout… if you don't workout you don't know what to do because it's full ??,kind night workout eat lot hungry workout dont workout dont know full
25/3/2023,Razeen Asyraf,"salah ke bunuh something
 yang mak dia tak hilang tah ke mana..
 
still kecik tak makan 
bende lain selain susu..

Aku just nak bunuh n tiada yang siksa lapar
dan ia nya lebih cepat dari mati lapar","wrong to kill something
 that her mother didn't disappear anywhere ..
 
still a little less eating
Other than milk ..

I just want to kill n no hungry torture
and it is faster than being hungry",wrong kill something mother didnt disappear anywhere still little le eating milk want kill n hungry torture faster hungry
25/3/2023,Fadd Yeager,@nisaabalqis Sebelum buka pic ni aku ingat gimbap tadi ?? Adakah sebab aku lapar Haha,@nisaabalqis before opening this pic I remember gimbap earlier ?? Is it because I'm hungry haha,opening pic remember gimbap earlier im hungry haha
25/3/2023,Nur Syafikah Roslee,"Penat mcm mana pun isteri tu kalau dua tiga pagi suami balik , cakap lapar , isteri tetap bangun masakkan utk suami , sebab rasa sedih isteri je tahu bila suami balik penat tapi tak makan .","Tired of the wife where the wife is two or three in the morning, she is hungry, the wife will still wake up for her husband, because the wife is sad to know when the husband is tired but he does not eat.",tired wife wife two three morning hungry wife still wake husband wife sad know husband tired eat
25/3/2023,fii!,@hidayat_yusaini Nanti kalau lapar datang rumah aku yat ajar urut.,@hidayat_yusaini later if hungry comes home I teach massage.,later hungry come home teach massage
26/3/2023,not,Buang air besar 2 kali dh harini. Harap2 tak menggelupur lapar lewat ptg ni ????,Throw it 2 times today. Hope you don't get hungry through this ptg ????,throw time today hope dont get hungry ptg
26/3/2023,La Suerte Aiman,@adlii__ Saing demo ko hirr nii lie ? Lapar bual molek napok ??,@adlii__ competition demo ko hirr nii lie? Hungry chat molecule ??,competition demo ko hirr nii lie hungry chat molecule
26/3/2023,૮₍ ˃̵͈᷄ . ˂̵͈᷅ ₎ა,Buka puasa tadi makan sikit je sebab risau anak tak sihat ???? tu pasal la malam buta ni sebok cari makan lapar huhu,The fasting was eating a little bit because the child was worried ???? It's a blind night that is looking for hungry food,fasting eating little bit child worried blind night looking hungry food
26/3/2023,૮₍ ˃̵͈᷄ . ˂̵͈᷅ ₎ა,Thankyou shuamikuuu memalam buta gini bini dia tetiba ngadu lapar padahal suami dah tidur dah ?? sanggup bangun kejap gi belikan makan ????,Thankyou shuamikuuu tapped in this blindness when he was hungry when his husband was asleep ?? Will you be able to wake up to buy a meal ????,thankyou shuamikuuu tapped blindness hungry husband asleep able wake buy meal
26/3/2023,mackyminhaj,lapar ek. tadi buka makan sikit je.,hungry. I opened a little meal.,hungry opened little meal
27/3/2023,NarawidyaLaksmiDewi,@exaudiosiregar Enak enak juga.. makanya kalap kalo beli takjil. Titipan orang serumah plus lapar mata??,@Exaudiosiregar is delicious too .. so you can buy it. Titipan people are hungry plus eyes ??,delicious buy titipan people hungry plus eye
27/3/2023,shazril ????,"5 Ramadhan

Hadith Rasulullah SAW menyatakan bahawa orang yang berpuasa sedangkan mereka tidak memelihara lidah (percakapannya) dan juga masih melakukan maksiat, tidak akan diberi pahala oleh Allah SWT ke atas puasa mereka selain lapar dan dahaga sahaja.","5 Ramadan

The Hadith of the Messenger of Allah (may peace be upon him) states that those who are fasting while they do not keep their tongues (conversations) and are still committing evil, will not be rewarded by Allah Almighty on their fasting besides hunger and thirst.",ramadan hadith messenger allah may peace upon state fasting keep tongue conversation still committing evil rewarded allah almighty fasting besides hunger thirst
27/3/2023,Yayat??,"Dulu masa kecil, batal puasa sebab lapar. Dewasa ini, batal puasa, sebab horny.","Back in childhood, I was canceling fasting because of hungry. Today, it is canceled, because of horny.",back childhood canceling fasting hungry today canceled horny
27/3/2023,Ilyani Fadlina,"Lepastu settle, aku cakap kat dia. Kalau lapar pergi la beli maggi. Dah tak boleh puasa, kenapa tahan perut. Bukan salah pun. Hahahaha kuat nau bunyi??","Then settle down, I told him. If you go hungry then buy Maggi. You can't fast, why hold your stomach. Not wrong. Hahahaha loud nau sound ??",settle told go hungry buy maggi cant fast hold stomach wrong hahahaha loud nau sound
27/3/2023,dilla.nur_,"3 sebab tak boleh skip meal lengkap (ada karbo & protein) bila diet: 

1. Mudah lapar
2. Kurang kalori berkualiti
3. Otot shrink, body fat maintain di badan

RT & follow utk lebih tips diet sihat ??","3 Reasons Can Not Skip Full Meals (Carbo & Protein) When Diet:

1. Easy to be hungry
2. Lack of quality calories
3. Shrink muscles, body fat maintain on the body

RT & Follow for more Healthy Diet Tips ??",reason skip full meal carbo protein diet easy hungry lack quality calorie shrink muscle body fat maintain body rt follow healthy diet tip
27/3/2023,????????????.??????????,"So far dah 5 ramadhan ni from 82 kilos, sekarang dah 79 kilos . Betul lah memang kena makan berat sekali sehari je . Makan nasi 2 senduk je sehari sebab sahur 1 senduk, buka 1 senduk . Lebihkan lauk and sayur ?? memang seksa lah menahan lapar . Jangan layan sangat lapar tu sis https://t.co/7CRAtb7OlR","So far it's 5 Ramadan from 82 kilos, now 79 kilos. It's true that you have to eat once a day. Eat rice 2 tablespoons a day for 1 tablespoon, open 1 tablespoon. More side dishes and vegetables ?? It is a pain to endure hunger. Don't be so hungry https://t.co/7cratb7olr",far ramadan kilo kilo true eat day eat rice tablespoon day tablespoon open tablespoon side dish vegetable pain endure hunger dont hungry
27/3/2023,Alief Muhd,@itunini86 @_rezarazali_ @SanyHamzan Nak simbolik-simbolik pula? Jadi dengan sendirinya anda akui pimpinan terdahulu lapar untuk di recognise pimpinan arab sahaja la? Takda sifat ikhlas pun dalam ibadat? Patut la arab haramkn selfie di kaabah terus sekarang. Jemaah umrah Malaysia suka buat hal seperti anda ????,"@itunini86 @_rezarazali_ @sanyhamzan Nak symbols? So by yourself, you acknowledge that the former leader is hungry for the Arab leader to recognize? No sincerity in worship? It should be a selfie in the Temple now. Malaysian pilgrims like to do things like you ????",nak symbol acknowledge former leader hungry arab leader recognize sincerity worship selfie temple malaysian pilgrim like thing like
27/3/2023,BreadCatcherCheeseKimbap,Ya Allah lapar weh duduk dalam aircond sejuk2 ni ?????????? baru 9.30 kotttttt ????????,Oh my god you are sitting in this cold aircond ?????????? New 9.30 kotttttt ????????,oh god sitting cold aircond new kotttttt
27/3/2023,Syuuuu..,tahu tahu hari ni da puasa kelima ?? ?? hari ni juga naik kerja da..rasa macam nk cuti sebulan ?? sebab sejak first puasa tu tak rasa lapar teruk sgt ?? alhamdulilah,Know this day of the fifth fast ?? ?? Today is also going to work and does it feel like a month's vacation ?? Because since the first fasting it doesn't feel so bad? thank you,know day fifth fast today also going work feel like month vacation since first fasting doesnt feel bad thank
27/3/2023,Amer Al-Jeffrey,"Sahur makan overnight oat pastu mama buat roti celup telur pastu minum protein shake.

Semoga tak lapar di office hari ni. ??","Sahur eats overnight oats pasta for mommy to eat eggs to drink protein shake.

Hope you won't be hungry in the office today. ??",sahur eats overnight oat pasta mommy eat egg drink protein shake hope wont hungry office today
27/3/2023,Fish and chips,Ok aku tak boleh tidur. Lapar sgt. Nasik putih + sambal goreng ikan bilis tempe + sayur labu masak lemak + ciken wing = sahur. https://t.co/wLVeAOjA0E,Ok I can't sleep. Hungry. White tablespoon + fried fish fried tempeh + fatty pumpkin cooked fat + ciken wing = sahur. https://t.co/wlveaoja0e,ok cant sleep hungry white tablespoon fried fish fried tempeh fatty pumpkin cooked fat ciken wing sahur
28/3/2023,KleekOutdoor,@irwan_bijon @RajaPetra Dalam kes ni anak dia lapar nak nak pakai rxz,@irwan_bijon @rajapetra In this case his son is hungry to use rxz,case son hungry use rxz
28/3/2023,ahmd.hfz_,"abord, hilang mood lupa tekan start. lapar suda aku erghh","Abord, lose the mood forget to start starting. I'm hungry",abord lose mood forget start starting im hungry
28/3/2023,Uput_,"abis sahur langsung gemeteran, kukira masih lapar, ternyata liat story ex lagi nongkrong berdua sama 'temen cewe', it's okai","After all, it was still hungry, it turned out to be the story of the story of the two of them, it's okay",still hungry turned story story two okay
28/3/2023,L,"Hi u..
Saya lapar..
Laparkan kasih sayang awak..
Come here, please....","Hi u ..
I'm hungry..
Hold your love ..
Come here, please ....",hi u im hungry hold love come please
28/3/2023,Tira,Tahan ngantuk time puasa ni memang lagi susah dari tahan lapar ya ?? dari tadi aku nguap ni takleh nak buat apa,Hold on to sleep this fast is harder than hungry? Since then I have to do this from what I want to do,hold sleep fast harder hungry since want
28/3/2023,Rose ??,@YusriShamsuddin @whyshiqa @neyrashazeyra Ni paling nak carut.. dah la lapar pastu cravibg da berbuka makan sesuap terus buang sebab lipatan dia macam nak ke neraka terus isi xde tapi tebal nak haram,@Yusrishhamsuddin @whyshiqa @neyrashazeyra is the most important .. he is hungry pasta cravibg and breaks the food and he is thrown away because his folds are like going to hell and the xde is thick but it is illegal to be illegal,important hungry pasta cravibg break food thrown away fold like going hell xde thick illegal illegal
28/3/2023,Asyraf Parutos,gila apa time time mcm ni lapar roti canai ?? nohhh luppp hang asyraf ??,What time is the time mcm this hungry bread canai ?? nohhh luppp hang asyraf ??,time time mcm hungry bread canai nohhh luppp hang asyraf
29/3/2023,tanpanama,"Puasa kali ini selain menahan lapar dan haus juga menahan gak chek out sebelum gajian, ahahah","Fasting this time besides holding back hunger and thirst also holding out the chek out before the paycheck, ahahah",fasting time besides holding back hunger thirst also holding chek paycheck ahahah
29/3/2023,intan farhana????,@warnabilla owhhh yg ni muka  lapar ?? https://t.co/rUNkSyFlHN,@warnabilla owhhh this is a hungry face ?? https://t.co/runksyflhn,owhhh hungry face
29/3/2023,L A N G K A S U K A,Hujan lebat mengiringi tangisanku yang semakin lapar ??,Heavy rains accompany my hungry cries ??,heavy rain accompany hungry cry
29/3/2023,zulhelmiejamaludin,"Malas nak argue yang meleret2 ni kalau terang2 QA tu da error??????..aku lapar ni, bila lapar jadi grumpy ??????","Too lazy to argue that this is a light qa tu da error ?????? .. i'm hungry, when hungry so grumpy ??????",lazy argue light qa tu da error im hungry hungry grumpy
29/3/2023,نيسا,"Penat sgt2. Selisih dgn murid sampai kena tanya, cikgu sakit perut ker? “Taklah, lapar ??”","Tired sgt2. Disappointed with students to ask, a stomach ache? ""No, hungry ??""",tired sgt disappointed student ask stomach ache hungry
29/3/2023,G,Wife bila aku tgh syok main game tapi dia lapar perhatian?? https://t.co/8AXsu2lCAY,Wife when I was shocked to play the game but he was hungry ?? https://t.co/8axsu2lcay,wife shocked play game hungry
29/3/2023,frznrdn.exe,@bckupacc99 Lapar tu.. belum bukak lg.. lepas pekena bandung cincau sejuk la tu..,@bckupacc99 hungry tu .. not open yet .. after the chilling bandung is cool ..,hungry tu open yet chilling bandung cool
30/3/2023,aqilah✨,"pastu kalau petang petang lapar , aku yg LA ni yg g tanya budak chamber “wawa u ada makanan tak” ??????????","Of course if the afternoon is hungry, I'm the one who asked the chamber boy ""wawa u have food no"" ??????????",course afternoon hungry im one asked chamber boy wawa u food
30/3/2023,Achu Kazar,@ferdenandzerz23 muka lapar..lubang hidung pon mengembang..,@ferdenandzerz23 hungry face..the nose of the pound is expanding ..,hungry facethe nose pound expanding
30/3/2023,eiyda,"Sahur makan roti or minum susu dengan kurma better la dari makan nasi ( bagi aku la). Tak mengantuk, tak lapar dan tak lemau badan.","I eat bread or drink milk with dates better than eating rice (for me). Sleepy, hungry and not bodybuilding.",eat bread drink milk date better eating rice sleepy hungry bodybuilding
30/3/2023,Eh! Ardly,Tahun ni puasa serius tak lapar or dahaga sangat mcm puasa sebelum2 ni.. walaupun perit terik panas kat luar tu lain maciam.. berbuka/sahur pun tak mampu nak makan banyak.. minum sikit pun dah kenyang,This year is a serious fast not hungry or thirsty very fasting before .. Even though the hot sore is hot outside it is another maciam .. Breaking/not even able to eat much .. Drink a little already full,year serious fast hungry thirsty fasting even though hot sore hot outside another maciam breakingnot even able eat much drink little already full
30/3/2023,nanadh,Baru pukul 11.30 tapi dah lapar ?? adoi la adik 3x awak susu since morning. Boleh tahan ke mak kau puasa sampai petang ni ??,It's only 11:30 but it's hungry ?? Adoi la sister 3x you milk since morning. Can you hold your mom fast until this evening ??,hungry adoi la sister x milk since morning hold mom fast evening
30/3/2023,MiniBite Delights HQ,"Genap seminggu berpuasa, 
Tak terasa lapar dan dahaga, 
Minggu ini Freeze-Time bersua, 
Paparkan Puan Yunee sebagai pelanggan setia!

Terima kasih Puan Yunee & anak2 kerana sudi berkunjung ke @minibitedelights_hq! Seronok membeli dgn anak-anak, insyaaAllah nanti datang lagi ya. https://t.co/emDCdZrQlI","Even a week of fasting,
Don't feel hungry and thirsty,
This week freeze-time,
Show Mrs. Yunee as a loyal customer!

Thank you Mrs. Yunee & the kids for visiting @minibitedelights_hq! It's fun to buy with kids, inshaAllah will come again. https://t.co/emdcdzrqli",even week fasting dont feel hungry thirsty week freezetime show mr yunee loyal customer thank mr yunee kid visiting fun buy kid inshaallah come
30/3/2023,Julio Fernando Sibarani,"Seketika Jiwa Kangen akan Kasur muncul ketika menahan lapar dan haus????

#JaiShreeRam #Supreme_Court_Of_Pakistan #swfc #Thabang #ThabangMazibuko #tiktokdown #คมชัดลึกอวอร์ด19xดูมันดิ #เขาแหลม https://t.co/Qqhh8ca45Y","Suddenly Kangen's soul will appear while holding back hunger and thirst ????

""",suddenly kangens soul appear holding back hunger thirst
31/3/2023,Fariszuan Azhar,"Maka sia sialah puasa kita selama sebulan.

Tiada yang kita dapat melainkan lapar dan dahaga semata mata.

Nauzubillah...","So we have a fast fast for a month.

There is nothing we can except hunger and thirst alone.

Nauzubillah ...",fast fast month nothing except hunger thirst alone nauzubillah
31/3/2023,Kakak TATEH,"5. Sebaiknya biarkan anak makan sendiri.

6. Pastikan anak makan ketika diorang lapar. https://t.co/BfzfR7P8pY","5. It is advisable to let your child eat.

6. Make sure the child eats when you are hungry. https://t.co/bfzfr7p8py",advisable let child eat make sure child eats hungry
31/3/2023,NFS,Lapar tp belum makan nasi . So its a must .,Hungry but not eating rice. So its a must.,hungry eating rice must
31/3/2023,??,@najaatiqah Weyh knp kite tk jiran sbb aku lapar skrg ??,@najaatiqah weyh knp see neighbors as I'm hungry now ??,weyh knp see neighbor im hungry
